timestamp,underlying.rwa:USTB,underlying.rwa:USTB-WI,underlying.rwa:USTNOTE,underlying.rwa:USTrepo
2024-03-12T00:00:00.000Z,10899767000,,,14828000000
2024-03-13T00:00:00.000Z,10822664000,,,15030000000
2024-03-14T00:00:00.000Z,10617248000,,,15320000000
2024-03-15T00:00:00.000Z,10617248000,,,15621000000
2024-03-18T00:00:00.000Z,12117248000,,,15678000000
2024-03-19T00:00:00.000Z,12093109000,,,15035000000
2024-03-20T00:00:00.000Z,11943109000,,,15461000000
2024-03-21T00:00:00.000Z,10880119000,,,15659000000
2024-03-22T00:00:00.000Z,10880119000,,,16199000000
2024-03-25T00:00:00.000Z,10880119000,,,16206000000
2024-03-26T00:00:00.000Z,11480119000,,,16364000000
2024-03-27T00:00:00.000Z,11480119000,,,16950000000
2024-03-28T00:00:00.000Z,11480119000,,,15927000000
2024-04-01T00:00:00.000Z,11130119000,,,15821000000
2024-04-02T00:00:00.000Z,12480119000,,,17205000000
2024-04-03T00:00:00.000Z,12480119000,,,17200000000
2024-04-04T00:00:00.000Z,12897808000,,,16173000000
2024-04-05T00:00:00.000Z,12897808000,,,16675000000
2024-04-08T00:00:00.000Z,12897808000,,,16682000000
2024-04-09T00:00:00.000Z,11472231000,,,17050000000
2024-04-10T00:00:00.000Z,11472231000,,,17053000000
2024-04-11T00:00:00.000Z,11472231000,,,16507000000
2024-04-12T00:00:00.000Z,11472231000,,,16510000000
2024-04-15T00:00:00.000Z,11472231000,,,16515000000
2024-04-16T00:00:00.000Z,11813887000,,,16776000000
2024-04-17T00:00:00.000Z,12147607000,,,16797000000
2024-04-18T00:00:00.000Z,11124994000,,,17309000000
2024-04-19T00:00:00.000Z,11124994000,,,17312000000
2024-04-22T00:00:00.000Z,11624994000,,,17319000000
2024-04-23T00:00:00.000Z,12274994000,,,17494000000
2024-04-24T00:00:00.000Z,12274994000,,,17497000000
2024-04-25T00:00:00.000Z,12558781000,,,17572000000
2024-04-26T00:00:00.000Z,12558781000,,,17574000000
2024-04-29T00:00:00.000Z,12558781000,,,17582000000
2024-04-30T00:00:00.000Z,10419819000,,,18732000000
2024-05-01T00:00:00.000Z,10419819000,,,18362000000
2024-05-02T00:00:00.000Z,10857809000,,,19127000000
2024-05-03T00:00:00.000Z,10857809000,,,19130000000
2024-05-06T00:00:00.000Z,10857809000,,,19138000000
2024-05-07T00:00:00.000Z,11857809000,,,17951000000
2024-05-08T00:00:00.000Z,11657809000,,,17953000000
2024-05-09T00:00:00.000Z,11363835000,,,18204000000
2024-05-10T00:00:00.000Z,11363835000,,,18207000000
2024-05-13T00:00:00.000Z,11963835000,,,18215000000
2024-05-14T00:00:00.000Z,11963835000,,,17565000000
2024-05-15T00:00:00.000Z,11963835000,,,17568000000
2024-05-16T00:00:00.000Z,10128726000,,,18973000000
2024-05-17T00:00:00.000Z,10128726000,,,19120000000
2024-05-20T00:00:00.000Z,9878726000,,,19378000000
2024-05-21T00:00:00.000Z,11038726000,,,18832000000
2024-05-22T00:00:00.000Z,11024826000,,,19084000000
2024-05-23T00:00:00.000Z,12354326000,,,17611000000
2024-05-24T00:00:00.000Z,12354326000,,,17614000000
