timestamp,rwa:XAU
2023-02-28T22:00:00.000Z,251816.736
2023-03-31T22:00:00.000Z,256999.65
2023-04-28T22:00:00.000Z,260663.43
2023-05-31T22:00:00.000Z,263471.548
