timestamp,burned,circulating,issued,max,total
2023-07-10T15:09:57.927Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T16:20:28.496Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T17:13:27.680Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T18:18:43.626Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T19:12:01.721Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T20:15:56.947Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T21:12:56.591Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T22:13:58.264Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-10T23:14:34.165Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T01:18:32.180Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T01:47:34.724Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T02:49:44.675Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T03:19:44.976Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T04:18:06.152Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T05:14:12.619Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T06:19:41.007Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T07:13:53.604Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T08:19:32.218Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T09:14:49.360Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T10:16:13.417Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T11:12:27.461Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T12:31:38.188Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T13:23:26.075Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T14:13:47.783Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T15:15:39.133Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T16:19:29.674Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T17:12:58.076Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T18:18:26.364Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T19:11:45.257Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T20:15:26.704Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T21:13:01.752Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T22:13:40.012Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-11T23:14:23.008Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-12T01:24:04.712Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-12T02:55:11.061Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-12T03:23:50.816Z,12013.599129,,39028663976.21173,,39028651962.6126
2023-07-12T04:18:08.869Z,12013.599129,,39028663976.21173,,39028651962.6126
